ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  5039,  -2.84, 130.00, 0.52020, 0.23392, 0.24588, 0.13457, 0.25274, 0.42578,
  5040,  -0.95, 130.00, 0.50634, 0.30186, 0.19180, 0.16482, 0.27073, 0.42894,
  5057,  31.26, 130.00, 0.23650, 0.46990, 0.29359, 0.22797, 0.33921, 0.47999,
  5058,  33.16, 130.00, 0.39392, 0.37392, 0.23216, 0.19797, 0.30265, 0.45291,
  5059,  35.05, 130.00, 0.48346, 0.26288, 0.25366, 0.14892, 0.26513, 0.43254,
  5060,  36.95, 130.00, 0.48346, 0.26288, 0.25366, 0.14892, 0.26533, 0.43337,
  5062,  40.74, 130.00, 0.48346, 0.26288, 0.25366, 0.14892, 0.26755, 0.43658,
  5063,  42.63, 130.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25640, 0.43023,
  5064,  44.53, 130.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25628, 0.42959,
  5065,  46.42, 130.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25660, 0.42974,
  5066,  48.32, 130.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25768, 0.43198,
  5067,  50.21, 130.00, 0.35062, 0.28771, 0.36167, 0.16824, 0.29448, 0.46197,
  5068,  52.11, 130.00, 0.39092, 0.25320, 0.35588, 0.15337, 0.29362, 0.48362,
  5069,  54.00, 130.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.29445, 0.51143,
  5070,  55.89, 130.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.29081, 0.50128,
  5071,  57.79, 130.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28894, 0.50301,
  5072,  59.68, 130.00, 0.42784, 0.26784, 0.30431, 0.15499, 0.28869, 0.50926,
  5073,  61.58, 130.00, 0.41641, 0.27033, 0.31327, 0.15681, 0.28775, 0.50140,
  5074,  63.47, 130.00, 0.40376, 0.26654, 0.32971, 0.15655, 0.29057, 0.51027,
  5075,  65.37, 130.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28871, 0.48819,
  5076,  67.26, 130.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.29087, 0.50979,
  5077,  69.16, 130.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.24140, 0.46609,
  5078,  71.05, 130.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.23969, 0.46661,
  5079,  72.95, 130.00, 0.38859, 0.27314, 0.33827, 0.16013, 0.29080, 0.49098,
  5102, -65.37, 132.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5119, -33.16, 132.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23769, 0.43117,
  5120, -31.26, 132.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23786, 0.43120,
  5121, -29.37, 132.50, 0.55608, 0.15359, 0.29033, 0.10905, 0.22383, 0.41992,
  5122, -27.47, 132.50, 0.55608, 0.15359, 0.29033, 0.10905, 0.22394, 0.42006,
  5123, -25.58, 132.50, 0.74967, 0.11575, 0.13458, 0.08635, 0.18786, 0.39530,
  5124, -23.68, 132.50, 0.63758, 0.16765, 0.19477, 0.10117, 0.21827, 0.40943,
  5125, -21.79, 132.50, 0.74967, 0.11575, 0.13458, 0.08635, 0.18780, 0.39524,
  5126, -19.89, 132.50, 0.70971, 0.07784, 0.21245, 0.12468, 0.17859, 0.40094,
  5127, -18.00, 132.50, 0.74967, 0.11575, 0.13458, 0.08635, 0.18839, 0.39582,
  5128, -16.11, 132.50, 0.56180, 0.17275, 0.26546, 0.11099, 0.22948, 0.41948,
  5129, -14.21, 132.50, 0.56180, 0.17275, 0.26546, 0.11099, 0.22923, 0.41919,
  5130, -12.32, 132.50, 0.63758, 0.16765, 0.19477, 0.10117, 0.21923, 0.41043,
  5135,  -2.84, 132.50, 0.32778, 0.36876, 0.30346, 0.19692, 0.31685, 0.46465,
  5136,  -0.95, 132.50, 0.33500, 0.45866, 0.20634, 0.22853, 0.32666, 0.45762,
  5153,  31.26, 132.50, 0.39392, 0.37392, 0.23216, 0.19797, 0.30432, 0.45722,
  5154,  33.16, 132.50, 0.37739, 0.30333, 0.31928, 0.17155, 0.29056, 0.45503,
  5155,  35.05, 132.50, 0.37739, 0.30333, 0.31928, 0.17155, 0.28981, 0.45269,
  5159,  42.63, 132.50, 0.35062, 0.28771, 0.36167, 0.16824, 0.28751, 0.44830,
  5160,  44.53, 132.50, 0.35062, 0.28771, 0.36167, 0.16824, 0.28877, 0.44965,
  5161,  46.42, 132.50, 0.32199, 0.30569, 0.37232, 0.17632, 0.29718, 0.45320,
  5162,  48.32, 132.50, 0.35062, 0.28771, 0.36167, 0.16824, 0.29605, 0.46160,
  5163,  50.21, 132.50, 0.48804, 0.18647, 0.32549, 0.12326, 0.25070, 0.45511,
  5164,  52.11, 132.50, 0.48804, 0.18647, 0.32549, 0.12326, 0.25517, 0.46315,
  5165,  54.00, 132.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.29111, 0.49879,
  5166,  55.89, 132.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.28744, 0.49590,
  5167,  57.79, 132.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29103, 0.50746,
  5168,  59.68, 132.50, 0.42784, 0.26784, 0.30431, 0.15499, 0.29008, 0.51199,
  5169,  61.58, 132.50, 0.43791, 0.26660, 0.29549, 0.15373, 0.28659, 0.49999,
  5170,  63.47, 132.50, 0.42069, 0.26882, 0.31049, 0.15592, 0.29020, 0.50633,
  5171,  65.37, 132.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.28776, 0.48962,
  5172,  67.26, 132.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29259, 0.51807,
  5173,  69.16, 132.50, 0.46765, 0.19915, 0.33320, 0.12884, 0.27406, 0.51458,
  5174,  71.05, 132.50, 0.37134, 0.12752, 0.50114, 0.14529, 0.26885, 0.53299,
  5198, -65.37, 135.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5214, -35.05, 135.00, 0.49183, 0.24029, 0.26788, 0.13941, 0.25663, 0.42828,
  5215, -33.16, 135.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23770, 0.43100,
  5216, -31.26, 135.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23770, 0.43099,
  5217, -29.37, 135.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23770, 0.43099,
  5218, -27.47, 135.00, 0.32333, 0.37477, 0.30190, 0.19909, 0.30834, 0.44979,
  5219, -25.58, 135.00, 0.70971, 0.07784, 0.21245, 0.12468, 0.17904, 0.40144,
  5220, -23.68, 135.00, 0.63758, 0.16765, 0.19477, 0.10117, 0.21852, 0.40969,
  5221, -21.79, 135.00, 0.74967, 0.11575, 0.13458, 0.08635, 0.18787, 0.39530,
  5222, -19.89, 135.00, 0.55608, 0.15359, 0.29033, 0.10905, 0.22368, 0.41975,
  5223, -18.00, 135.00, 0.29219, 0.43078, 0.27703, 0.21773, 0.32215, 0.45389,
  5224, -16.11, 135.00, 0.63879, 0.17098, 0.19023, 0.10187, 0.21921, 0.40944,
  5225, -14.21, 135.00, 0.63879, 0.17098, 0.19023, 0.10187, 0.21927, 0.40951,
  5226, -12.32, 135.00, 0.77771, 0.13065, 0.09163, 0.08136, 0.19019, 0.39209,
  5230,  -4.74, 135.00, 0.49033, 0.25549, 0.25418, 0.14545, 0.27418, 0.44688,
  5231,  -2.84, 135.00, 0.42614, 0.27791, 0.29595, 0.15886, 0.28083, 0.44491,
  5232,  -0.95, 135.00, 0.42614, 0.27791, 0.29595, 0.15886, 0.27683, 0.43979,
  5250,  33.16, 135.00, 0.39392, 0.37392, 0.23216, 0.19797, 0.30171, 0.45316,
  5251,  35.05, 135.00, 0.46199, 0.34905, 0.18895, 0.18722, 0.28744, 0.44310,
  5255,  42.63, 135.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25598, 0.42957,
  5256,  44.53, 135.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25643, 0.43050,
  5257,  46.42, 135.00, 0.50147, 0.23810, 0.26042, 0.13776, 0.25709, 0.43134,
  5258,  48.32, 135.00, 0.35062, 0.28771, 0.36167, 0.16824, 0.29210, 0.45496,
  5259,  50.21, 135.00, 0.48804, 0.18647, 0.32549, 0.12326, 0.25123, 0.44473,
  5260,  52.11, 135.00, 0.48804, 0.18647, 0.32549, 0.12326, 0.25424, 0.46961,
  5261,  54.00, 135.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.29095, 0.49997,
  5262,  55.89, 135.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28863, 0.49650,
  5263,  57.79, 135.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28611, 0.49159,
  5264,  59.68, 135.00, 0.42784, 0.26784, 0.30431, 0.15499, 0.28942, 0.50744,
  5265,  61.58, 135.00, 0.41641, 0.27033, 0.31327, 0.15681, 0.28846, 0.50473,
  5266,  63.47, 135.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.29029, 0.50008,
  5267,  65.37, 135.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28843, 0.49123,
  5268,  67.26, 135.00, 0.46765, 0.19915, 0.33320, 0.12884, 0.26952, 0.50190,
  5269,  69.16, 135.00, 0.46765, 0.19915, 0.33320, 0.12884, 0.26854, 0.50012,
  5270,  71.05, 135.00, 0.28784, 0.12297, 0.58918, 0.16626, 0.26531, 0.52136,
  5293, -67.26, 137.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5294, -65.37, 137.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5309, -36.95, 137.50, 0.44471, 0.16889, 0.38641, 0.12684, 0.24344, 0.43565,
  5310, -35.05, 137.50, 0.52252, 0.29507, 0.18242, 0.16113, 0.26312, 0.42529,
  5311, -33.16, 137.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23772, 0.43102,
  5312, -31.26, 137.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23774, 0.43104,
  5313, -29.37, 137.50, 0.32333, 0.37477, 0.30190, 0.19909, 0.30821, 0.44961,
  5314, -27.47, 137.50, 0.70971, 0.07784, 0.21245, 0.12468, 0.17925, 0.40168,
  5315, -25.58, 137.50, 0.70971, 0.07784, 0.21245, 0.12468, 0.17938, 0.40182,
  5316, -23.68, 137.50, 0.70971, 0.07784, 0.21245, 0.12468, 0.17891, 0.40129,
  5317, -21.79, 137.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32174, 0.45329,
  5318, -19.89, 137.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32206, 0.45375,
  5319, -18.00, 137.50, 0.64369, 0.17098, 0.18533, 0.10136, 0.21887, 0.40913,
  5320, -16.11, 137.50, 0.74229, 0.15523, 0.10248, 0.08793, 0.19907, 0.39642,
  5322, -12.32, 137.50, 0.77771, 0.13065, 0.09163, 0.08136, 0.19033, 0.39223,
  5324,  -8.53, 137.50, 0.35690, 0.27261, 0.37049, 0.16286, 0.31588, 0.52299,
  5325,  -6.63, 137.50, 0.35690, 0.27261, 0.37049, 0.16286, 0.31463, 0.52021,
  5326,  -4.74, 137.50, 0.35690, 0.27261, 0.37049, 0.16286, 0.30210, 0.47658,
  5327,  -2.84, 137.50, 0.41755, 0.31699, 0.26546, 0.17458, 0.29384, 0.45143,
  5328,  -0.95, 137.50, 0.35690, 0.27261, 0.37049, 0.16286, 0.31000, 0.49659,
  5346,  33.16, 137.50, 0.46199, 0.34905, 0.18895, 0.18722, 0.28660, 0.44160,
  5347,  35.05, 137.50, 0.39392, 0.37392, 0.23216, 0.19797, 0.30196, 0.45161,
  5348,  36.95, 137.50, 0.43908, 0.32484, 0.23608, 0.17703, 0.28655, 0.44693,
  5352,  44.53, 137.50, 0.48346, 0.26288, 0.25366, 0.14892, 0.26523, 0.43325,
  5353,  46.42, 137.50, 0.48346, 0.26288, 0.25366, 0.14892, 0.26824, 0.43943,
  5354,  48.32, 137.50, 0.50219, 0.16121, 0.33660, 0.11740, 0.23775, 0.43658,
  5355,  50.21, 137.50, 0.35062, 0.28771, 0.36167, 0.16824, 0.29030, 0.45420,
  5356,  52.11, 137.50, 0.35000, 0.25000, 0.40000, 0.15691, 0.29594, 0.49511,
  5357,  54.00, 137.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.29663, 0.50337,
  5358,  55.89, 137.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.28783, 0.48394,
  5359,  57.79, 137.50, 0.39879, 0.27046, 0.33075, 0.15833, 0.28562, 0.47945,
  5360,  59.68, 137.50, 0.39879, 0.27046, 0.33075, 0.15833, 0.28607, 0.46983,
  5361,  61.58, 137.50, 0.39879, 0.27046, 0.33075, 0.15833, 0.28570, 0.47078,
  5362,  63.47, 137.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.28713, 0.47882,
  5363,  65.37, 137.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29005, 0.49327,
  5364,  67.26, 137.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29226, 0.49935,
  5365,  69.16, 137.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29314, 0.50948,
  5366,  71.05, 137.50, 0.28784, 0.12297, 0.58918, 0.16626, 0.27206, 0.53535,
  5368,  74.84, 137.50, 0.40376, 0.09752, 0.49873, 0.15805, 0.23840, 0.47546,
  5369,  76.74, 137.50, 0.88353, 0.06216, 0.05431, 0.12209, 0.17209, 0.40668,
  5389, -67.26, 140.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5404, -38.84, 140.00, 0.70098, 0.08461, 0.21441, 0.11573, 0.18541, 0.40856,
  5405, -36.95, 140.00, 0.43859, 0.28160, 0.27980, 0.15941, 0.27494, 0.43744,
  5406, -35.05, 140.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23801, 0.43139,
  5407, -33.16, 140.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23762, 0.43089,
  5408, -31.26, 140.00, 0.46850, 0.16294, 0.36856, 0.12265, 0.23770, 0.43099,
  5409, -29.37, 140.00, 0.70971, 0.07784, 0.21245, 0.12468, 0.17893, 0.40132,
  5410, -27.47, 140.00, 0.70971, 0.07784, 0.21245, 0.12468, 0.17916, 0.40158,
  5411, -25.58, 140.00, 0.32333, 0.37477, 0.30190, 0.19909, 0.30854, 0.45007,
  5412, -23.68, 140.00, 0.28301, 0.42003, 0.29696, 0.21425, 0.32195, 0.45530,
  5413, -21.79, 140.00, 0.28301, 0.42003, 0.29696, 0.21425, 0.32146, 0.45459,
  5414, -19.89, 140.00, 0.29219, 0.43078, 0.27703, 0.21773, 0.32193, 0.45357,
  5415, -18.00, 140.00, 0.29219, 0.43078, 0.27703, 0.21773, 0.32204, 0.45373,
  5416, -16.11, 140.00, 0.40801, 0.35866, 0.23333, 0.19172, 0.29390, 0.43940,
  5420,  -8.53, 140.00, 0.35690, 0.27261, 0.37049, 0.16286, 0.30670, 0.48080,
  5421,  -6.63, 140.00, 0.39866, 0.26373, 0.33761, 0.15605, 0.28762, 0.45743,
  5422,  -4.74, 140.00, 0.52020, 0.23392, 0.24588, 0.13457, 0.26056, 0.43789,
  5423,  -2.84, 140.00, 0.40150, 0.28327, 0.31523, 0.16264, 0.28621, 0.44944,
  5424,  -0.95, 140.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5443,  35.05, 140.00, 0.34925, 0.37559, 0.27516, 0.19893, 0.30863, 0.45678,
  5444,  36.95, 140.00, 0.39392, 0.37392, 0.23216, 0.19797, 0.30427, 0.45549,
  5445,  38.84, 140.00, 0.38523, 0.34680, 0.26797, 0.18742, 0.29909, 0.45214,
  5446,  40.74, 140.00, 0.38523, 0.34680, 0.26797, 0.18742, 0.29874, 0.45458,
  5447,  42.63, 140.00, 0.38523, 0.34680, 0.26797, 0.18742, 0.29942, 0.45668,
  5448,  44.53, 140.00, 0.38523, 0.34680, 0.26797, 0.18742, 0.29807, 0.44912,
  5449,  46.42, 140.00, 0.48346, 0.26288, 0.25366, 0.14892, 0.26528, 0.43337,
  5450,  48.32, 140.00, 0.50219, 0.16121, 0.33660, 0.11740, 0.23515, 0.43238,
  5451,  50.21, 140.00, 0.50219, 0.16121, 0.33660, 0.11740, 0.23600, 0.43437,
  5452,  52.11, 140.00, 0.35000, 0.25000, 0.40000, 0.15691, 0.28859, 0.47252,
  5453,  54.00, 140.00, 0.35000, 0.25000, 0.40000, 0.15691, 0.29147, 0.49183,
  5455,  57.79, 140.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28546, 0.47500,
  5456,  59.68, 140.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28325, 0.47256,
  5457,  61.58, 140.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.27944, 0.45333,
  5458,  63.47, 140.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28574, 0.47305,
  5459,  65.37, 140.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28551, 0.46726,
  5460,  67.26, 140.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.24121, 0.45481,
  5461,  69.16, 140.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.24421, 0.48141,
  5462,  71.05, 140.00, 0.28784, 0.12297, 0.58918, 0.16626, 0.27301, 0.53592,
  5463,  72.95, 140.00, 0.40376, 0.09752, 0.49873, 0.15805, 0.24447, 0.50256,
  5464,  74.84, 140.00, 0.40376, 0.09752, 0.49873, 0.15805, 0.23817, 0.47491,
  5465,  76.74, 140.00, 0.88353, 0.06216, 0.05431, 0.11077, 0.16077, 0.38601,
  5485, -67.26, 142.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5500, -38.84, 142.50, 0.45497, 0.30820, 0.23683, 0.16943, 0.27849, 0.43511,
  5501, -36.95, 142.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32225, 0.45409,
  5502, -35.05, 142.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23787, 0.43121,
  5503, -33.16, 142.50, 0.46850, 0.16294, 0.36856, 0.12265, 0.23779, 0.43111,
  5504, -31.26, 142.50, 0.32333, 0.37477, 0.30190, 0.19909, 0.30807, 0.44941,
  5505, -29.37, 142.50, 0.55608, 0.15359, 0.29033, 0.10905, 0.22398, 0.42010,
  5506, -27.47, 142.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32184, 0.45344,
  5507, -25.58, 142.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32178, 0.45336,
  5508, -23.68, 142.50, 0.28301, 0.42003, 0.29696, 0.21425, 0.32151, 0.45467,
  5509, -21.79, 142.50, 0.28301, 0.42003, 0.29696, 0.21425, 0.32186, 0.45516,
  5510, -19.89, 142.50, 0.73850, 0.15869, 0.10281, 0.08912, 0.20370, 0.39740,
  5511, -18.00, 142.50, 0.51121, 0.24853, 0.24026, 0.14110, 0.25671, 0.42611,
  5512, -16.11, 142.50, 0.49824, 0.29631, 0.20546, 0.16255, 0.26966, 0.42822,
  5513, -14.21, 142.50, 0.49503, 0.31183, 0.19314, 0.16974, 0.27339, 0.42874,
  5514, -12.32, 142.50, 0.51752, 0.26856, 0.21392, 0.14922, 0.26127, 0.42629,
  5515, -10.42, 142.50, 0.43382, 0.38118, 0.18500, 0.20128, 0.29532, 0.43680,
  5516,  -8.53, 142.50, 0.41248, 0.34464, 0.24288, 0.18592, 0.29821, 0.44999,
  5517,  -6.63, 142.50, 0.41729, 0.37971, 0.20301, 0.20044, 0.30031, 0.44438,
  5518,  -4.74, 142.50, 0.52020, 0.23392, 0.24588, 0.13457, 0.25819, 0.43455,
  5519,  -2.84, 142.50, 0.40150, 0.28327, 0.31523, 0.16264, 0.28061, 0.44166,
  5541,  38.84, 142.50, 0.38523, 0.34680, 0.26797, 0.18742, 0.30037, 0.46113,
  5542,  40.74, 142.50, 0.23650, 0.46990, 0.29359, 0.22797, 0.33861, 0.48363,
  5543,  42.63, 142.50, 0.38523, 0.34680, 0.26797, 0.18742, 0.30129, 0.45561,
  5544,  44.53, 142.50, 0.38523, 0.34680, 0.26797, 0.18742, 0.29899, 0.45154,
  5545,  46.42, 142.50, 0.36248, 0.23212, 0.40539, 0.15063, 0.27955, 0.45703,
  5546,  48.32, 142.50, 0.36248, 0.23212, 0.40539, 0.15063, 0.27410, 0.44993,
  5547,  50.21, 142.50, 0.36248, 0.23212, 0.40539, 0.15063, 0.27534, 0.45233,
  5548,  52.11, 142.50, 0.13487, 0.22065, 0.64448, 0.18788, 0.30825, 0.49227,
  5549,  54.00, 142.50, 0.13487, 0.22065, 0.64448, 0.18788, 0.31194, 0.49972,
  5552,  59.68, 142.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.28780, 0.47459,
  5553,  61.58, 142.50, 0.54513, 0.14837, 0.30650, 0.11042, 0.23071, 0.43550,
  5554,  63.47, 142.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29318, 0.51462,
  5555,  65.37, 142.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.28557, 0.46529,
  5556,  67.26, 142.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29214, 0.50286,
  5557,  69.16, 142.50, 0.45899, 0.19150, 0.34951, 0.12821, 0.27080, 0.50594,
  5558,  71.05, 142.50, 0.28784, 0.12297, 0.58918, 0.16626, 0.27614, 0.54406,
  5559,  72.95, 142.50, 0.40376, 0.09752, 0.49873, 0.15805, 0.25014, 0.51555,
  5560,  74.84, 142.50, 0.40376, 0.09752, 0.49873, 0.15805, 0.24548, 0.48513,
  5581, -67.26, 145.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5594, -42.63, 145.00, 0.61882, 0.12222, 0.25895, 0.10229, 0.20969, 0.42604,
  5595, -40.74, 145.00, 0.39448, 0.35840, 0.24712, 0.19178, 0.29867, 0.44967,
  5596, -38.84, 145.00, 0.35595, 0.31141, 0.33265, 0.17577, 0.29234, 0.44852,
  5597, -36.95, 145.00, 0.35595, 0.31141, 0.33265, 0.17577, 0.29151, 0.44686,
  5598, -35.05, 145.00, 0.41925, 0.26059, 0.32016, 0.15312, 0.27183, 0.43771,
  5599, -33.16, 145.00, 0.29219, 0.43078, 0.27703, 0.21773, 0.32178, 0.45336,
  5600, -31.26, 145.00, 0.56180, 0.17275, 0.26546, 0.11099, 0.22917, 0.41912,
  5601, -29.37, 145.00, 0.55608, 0.15359, 0.29033, 0.10905, 0.22390, 0.42001,
  5602, -27.47, 145.00, 0.56180, 0.17275, 0.26546, 0.11099, 0.22918, 0.41912,
  5603, -25.58, 145.00, 0.56180, 0.17275, 0.26546, 0.11099, 0.22935, 0.41933,
  5604, -23.68, 145.00, 0.28301, 0.42003, 0.29696, 0.21425, 0.32167, 0.45490,
  5605, -21.79, 145.00, 0.28301, 0.42003, 0.29696, 0.21425, 0.32151, 0.45467,
  5606, -19.89, 145.00, 0.25150, 0.47203, 0.27647, 0.22905, 0.33396, 0.45909,
  5607, -18.00, 145.00, 0.25150, 0.47203, 0.27647, 0.22905, 0.33415, 0.45946,
  5608, -16.11, 145.00, 0.75634, 0.13706, 0.10660, 0.08374, 0.18698, 0.39536,
  5609, -14.21, 145.00, 0.43382, 0.38118, 0.18500, 0.20128, 0.29496, 0.43633,
  5612,  -8.53, 145.00, 0.39866, 0.26373, 0.33761, 0.15605, 0.28806, 0.45808,
  5613,  -6.63, 145.00, 0.52020, 0.23392, 0.24588, 0.13457, 0.25638, 0.43173,
  5614,  -4.74, 145.00, 0.52020, 0.23392, 0.24588, 0.13457, 0.25789, 0.43271,
  5615,  -2.84, 145.00, 0.40150, 0.28327, 0.31523, 0.16264, 0.29228, 0.45823,
  5639,  42.63, 145.00, 0.23650, 0.46990, 0.29359, 0.22797, 0.34235, 0.47843,
  5640,  44.53, 145.00, 0.38523, 0.34680, 0.26797, 0.18742, 0.30005, 0.45348,
  5648,  59.68, 145.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28798, 0.47430,
  5649,  61.58, 145.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28055, 0.45567,
  5650,  63.47, 145.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.29200, 0.49750,
  5651,  65.37, 145.00, 0.34869, 0.24088, 0.41042, 0.15462, 0.28572, 0.46580,
  5652,  67.26, 145.00, 0.45899, 0.19150, 0.34951, 0.12821, 0.26716, 0.48482,
  5653,  69.16, 145.00, 0.45899, 0.19150, 0.34951, 0.12821, 0.27573, 0.52280,
  5654,  71.05, 145.00, 0.28784, 0.12297, 0.58918, 0.16626, 0.27493, 0.54163,
  5655,  72.95, 145.00, 0.40376, 0.09752, 0.49873, 0.15805, 0.24850, 0.51228,
  5656,  74.84, 145.00, 0.40376, 0.09752, 0.49873, 0.15805, 0.24816, 0.50715,
  5676, -69.16, 147.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5677, -67.26, 147.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5690, -42.63, 147.50, 0.47337, 0.31899, 0.20765, 0.17354, 0.27834, 0.43730,
  5691, -40.74, 147.50, 0.39448, 0.35840, 0.24712, 0.19178, 0.29746, 0.44604,
  5692, -38.84, 147.50, 0.53588, 0.23598, 0.22814, 0.13413, 0.25239, 0.42780,
  5693, -36.95, 147.50, 0.41572, 0.28578, 0.29850, 0.16255, 0.28071, 0.44538,
  5694, -35.05, 147.50, 0.41925, 0.26059, 0.32016, 0.15312, 0.27196, 0.43816,
  5695, -33.16, 147.50, 0.41925, 0.26059, 0.32016, 0.15312, 0.27152, 0.43727,
  5696, -31.26, 147.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32197, 0.45363,
  5697, -29.37, 147.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32211, 0.45382,
  5698, -27.47, 147.50, 0.55608, 0.15359, 0.29033, 0.10905, 0.22369, 0.41975,
  5699, -25.58, 147.50, 0.67154, 0.10810, 0.22036, 0.09976, 0.19484, 0.40643,
  5700, -23.68, 147.50, 0.21513, 0.48219, 0.30268, 0.23050, 0.34057, 0.46368,
  5701, -21.79, 147.50, 0.29219, 0.43078, 0.27703, 0.21773, 0.32224, 0.45403,
  5702, -19.89, 147.50, 0.33454, 0.36941, 0.29605, 0.19699, 0.30601, 0.44874,
  5703, -18.00, 147.50, 0.39758, 0.40542, 0.19699, 0.21073, 0.30410, 0.44167,
  5707, -10.42, 147.50, 0.52020, 0.23392, 0.24588, 0.13457, 0.25439, 0.42838,
  5708,  -8.53, 147.50, 0.52020, 0.23392, 0.24588, 0.13457, 0.25696, 0.43254,
  5709,  -6.63, 147.50, 0.49033, 0.25549, 0.25418, 0.14545, 0.26387, 0.43360,
  5710,  -4.74, 147.50, 0.42353, 0.24314, 0.33333, 0.14680, 0.27179, 0.44382,
  5744,  59.68, 147.50, 0.30902, 0.23033, 0.46065, 0.15753, 0.29140, 0.49584,
  5745,  61.58, 147.50, 0.54513, 0.14837, 0.30650, 0.11042, 0.23417, 0.45139,
  5746,  63.47, 147.50, 0.34869, 0.24088, 0.41042, 0.15462, 0.29032, 0.49345,
  5747,  65.37, 147.50, 0.54513, 0.14837, 0.30650, 0.11042, 0.23970, 0.46045,
  5748,  67.26, 147.50, 0.45899, 0.19150, 0.34951, 0.12821, 0.26799, 0.49913,
  5749,  69.16, 147.50, 0.45899, 0.19150, 0.34951, 0.12821, 0.27207, 0.50908,
  5750,  71.05, 147.50, 0.28784, 0.12297, 0.58918, 0.16626, 0.27436, 0.54038,
  5751,  72.95, 147.50, 0.40376, 0.09752, 0.49873, 0.15805, 0.24538, 0.50607,
