npt,ijgcm,iYrCnt,idoy,iveg,tsoilavg,moistavg,casapool%Cplant(LEAF),casapool%Cplant(WOOD),casapool%Cplant(FROOT),casapool%Nplant(LEAF),casapool%Nplant(WOOD),casapool%Nplant(FROOT),casapool%Clitter(MET),casapool%Clitter(STR),casapool%Clitter(CWD),casapool%Nlitter(MET),casapool%Nlitter(STR),casapool%Nlitter(CWD),casapool%Csoil(MIC),casapool%Csoil(SLOW),casapool%Csoil(PASS),casapool%Nsoil(MIC),casapool%Nsoil(SLOW),casapool%Nsoil(PASS),casaflux%Crsoil,cleaf2met,cleaf2str,croot2met,croot2str,cwd2str,cwd2co2,cwood2cwd,casaflux%cgpp,casaflux%cnpp,casaflux%crmplant(LEAF),casaflux%crmplant(WOOD),casaflux%crmplant(FROOT),casaflux%crgplant,phen%phase,casaflux%fracCalloc(LEAF),casaflux%fracCalloc(WOOD),casaflux%fracCalloc(FROOT),casapool%fT,casapool%fW
     1,     1,    33,   365,     4,   274.87495,     0.15940,   117.97393,  4628.78095,  2992.14941,     2.35948,    26.45018,    72.97925,    47.33093,   466.91480,   482.69736,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.25439,     0.21670,     0.45726,     0.36286,     0.13014,     0.12013,     0.31706,     0.00000,    -0.50826,     0.00000,     0.04625,     0.46201,     0.00000,     0.00000,     0.00000,     0.09100,     0.90900,     0.00000,     0.00000,
     1,     1,    34,   365,     4,   273.63169,     0.15942,   101.83347,  4614.69645,  2942.37602,     2.03667,    26.36969,    71.76527,    47.33093,   466.91480,   490.76277,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.21833,     0.18598,     0.44964,     0.35682,     0.12583,     0.11615,     0.31611,     0.00000,    -0.52099,     0.00000,     0.13877,     0.38222,     0.00000,     0.00000,     0.00000,     0.26636,     0.73364,     0.00000,     0.00000,
     1,     1,    35,   365,     4,   273.44274,     0.15941,   104.57122,  4605.82727,  2923.27803,     2.09142,    26.31901,    71.29946,    47.33093,   466.91480,   492.41231,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.22420,     0.19098,     0.44672,     0.35450,     0.12529,     0.11565,     0.31550,     0.00000,    -0.47389,     0.00000,     0.10429,     0.36960,     0.00000,     0.00000,     0.00000,     0.22008,     0.77992,     0.00000,     0.00000,
     1,     1,    36,   365,     4,   274.11712,     0.15940,    97.23186,  4612.12100,  2942.58746,     1.94464,    26.35498,    71.77043,    47.33093,   466.91480,   496.88303,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.20846,     0.17758,     0.44968,     0.35685,     0.12992,     0.11992,     0.31592,     0.00000,    -0.47555,     0.00000,     0.06617,     0.40937,     0.00000,     0.00000,     0.00000,     0.13915,     0.86085,     0.00000,     0.00000,
     1,     1,    37,   365,     4,   274.92621,     0.15895,    99.39172,  4586.94984,  2876.96571,     1.98783,    26.21114,    70.16990,    47.33093,   466.91480,   503.38816,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.24915,     0.21224,     0.43966,     0.34889,     0.13538,     0.12497,     0.31420,     0.00000,    -0.47459,     0.00000,     0.02727,     0.44731,     0.00000,     0.00000,     0.00000,     0.05747,     0.94253,     0.00000,     0.00000,
     1,     1,    38,   365,     4,   274.92906,     0.15881,    82.64155,  4561.76415,  2817.99707,     1.65283,    26.06722,    68.73164,    47.33093,   466.91480,   504.29054,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.17718,     0.15093,     0.43064,     0.34174,     0.13546,     0.12504,     0.31248,     0.00000,    -0.52497,     0.00000,     0.08666,     0.43831,     0.00000,     0.00000,     0.00000,     0.16508,     0.83492,     0.00000,     0.00000,
     1,     1,    39,   365,     4,   273.64032,     0.15936,    91.39229,  4571.04084,  2855.75629,     1.82785,    26.12023,    69.65259,    47.33093,   466.91480,   497.83474,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.19774,     0.16844,     0.43640,     0.34631,     0.12762,     0.11780,     0.31311,     0.00000,    -0.41535,     0.00000,     0.04392,     0.37143,     0.00000,     0.00000,     0.00000,     0.10575,     0.89425,     0.00000,     0.00000,
     1,     1,    40,   365,     4,   275.27093,     0.15671,   107.60679,  4576.96828,  2879.72901,     2.15214,    26.15410,    70.23729,    47.33093,   466.91480,   495.63123,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.23071,     0.19653,     0.44008,     0.34923,     0.13208,     0.12192,     0.31352,     0.00000,    -0.53998,     0.00000,     0.07105,     0.46893,     0.00000,     0.00000,     0.00000,     0.13158,     0.86842,     0.00000,     0.00000,
     1,     1,    41,   365,     4,   274.44531,     0.15940,   109.11008,  4571.33437,  2862.03817,     2.18220,    26.12191,    69.80581,    47.33093,   466.91480,   492.60538,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.23393,     0.19927,     0.43737,     0.34708,     0.13052,     0.12048,     0.31314,     0.00000,    -0.54274,     0.00000,     0.12601,     0.41673,     0.00000,     0.00000,     0.00000,     0.23217,     0.76783,     0.00000,     0.00000,
     1,     1,    42,   365,     4,   274.98352,     0.15940,    96.94219,  4567.45190,  2866.17572,     1.93884,    26.09973,    69.90672,    47.33093,   466.91480,   493.29466,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.20784,     0.17705,     0.43801,     0.34759,     0.13359,     0.12332,     0.31287,     0.00000,    -0.61822,     0.00000,     0.16912,     0.44909,     0.00000,     0.00000,     0.00000,     0.27356,     0.72644,     0.00000,     0.00000,
